participant_id,SONAId,Condition,ItemId,text_presentation_order,word_index,word,response,position_in_text,line_number,position_in_line,click_count,skipped,first_click_x,first_click_duration_ms,total_duration_ms,next_click_regression,x_distance_from_previous_click_px,x_distance_from_previous_click_chars,first_click_x_from_word_left_chars,first_click_x_from_word_center_chars,first_click_x_from_line_start_px,first_click_x_from_line_start_chars,device,hand,experiment_start_time,experiment_end_time,experiment_duration
YKVBHLLU,emalie,2,37,1,25,,No,25,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,26,,No,26,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,27,,No,27,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,28,,No,28,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,29,,No,29,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,30,,No,30,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,31,,No,31,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,32,,No,32,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,33,,No,33,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,34,,No,34,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,35,,No,35,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,36,,No,36,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,37,,No,37,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,38,,No,38,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,39,,No,39,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,2,37,1,40,,No,40,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,1, That's ,Yes,1,1,1,3,0,461,263,789,0,,,4.3832,0.3832,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,2,,Yes,2,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,3,,Yes,3,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,4, immigrants ,Yes,4,1,4,1,0,634,300,300,1,173.00,22.3106,3.3767,-2.6233,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,5,,Yes,5,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,6,,Yes,6,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,7, particular ,Yes,7,1,7,1,0,782,263,263,0,326.00,49.4772,3.8094,-2.1906,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,8, cultural ,Yes,8,1,8,2,0,883,286,496,0,101.00,16.0190,7.4597,2.4597,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,9, group ,Yes,9,1,9,2,0,914,240,540,0,454.00,62.2324,2.0539,-1.4461,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,10, move ,Yes,10,1,10,1,0,974,121,121,0,65.00,7.9538,2.9266,-0.0734,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,11,,Yes,11,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,12,,Yes,12,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,13, new ,Yes,13,1,13,1,0,1065,97,97,0,91.00,13.7740,2.5479,0.0479,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,14," one, ",Yes,14,2,1,1,0,444,105,105,0,-621.00,-93.0337,1.6155,-1.3845,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,15,,Yes,15,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,16, bring ,Yes,16,2,3,1,0,550,129,129,0,106.00,16.4706,5.8579,2.3579,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,17, genetic ,Yes,17,2,4,2,0,590,165,352,0,40.00,5.7082,4.6594,0.1594,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,18, diversity ,Yes,18,2,5,1,0,659,143,143,0,59.00,9.1366,5.9749,0.4749,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,19,,Yes,19,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,20,,Yes,20,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,21, the ,Yes,21,2,8,2,0,752,158,256,0,162.00,26.9700,1.0849,-1.4151,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,22, immigrants ,Yes,22,2,9,1,0,840,112,112,,85.00,10.9618,8.3160,2.3160,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,23,,Yes,23,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,24,,Yes,24,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,25,,Yes,25,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,26,,Yes,26,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,27,,Yes,27,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,28,,Yes,28,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,29,,Yes,29,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,30,,Yes,30,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,31,,Yes,31,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,32,,Yes,32,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,33,,Yes,33,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,34,,Yes,34,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,35,,Yes,35,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,36,,Yes,36,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,37,,Yes,37,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,38,,Yes,38,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,39,,Yes,39,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,40,,Yes,40,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,41,,Yes,41,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,39,2,42,,Yes,42,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,1,,No,1,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,2,,No,2,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,3,,No,3,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,4,,No,4,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,5,,No,5,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,6,,No,6,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,7,,No,7,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,8,,No,8,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,9,,No,9,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,10,,No,10,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,11,,No,11,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,12,,No,12,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,13,,No,13,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,14,,No,14,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,15,,No,15,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,16,,No,16,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,17,,No,17,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,18,,No,18,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,19,,No,19,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,20,,No,20,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,21,,No,21,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,22,,No,22,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,23,,No,23,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,24,,No,24,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,25,,No,25,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,26,,No,26,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,27,,No,27,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,28,,No,28,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,29,,No,29,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,30,,No,30,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,31,,No,31,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,32,,No,32,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,33,,No,33,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,34,,No,34,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,35,,No,35,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,36, produces ,No,36,3,7,1,0,730,82,82,,,,4.6280,-0.3720,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,37,,No,37,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,38,,No,38,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,39,,No,39,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,40,,No,40,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,41,,No,41,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,42,,No,42,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,43,,No,43,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,44,,No,44,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,45,,No,45,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,41,3,46,,No,46,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,1,,Yes,1,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,2,,Yes,2,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,3,,Yes,3,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,4,,Yes,4,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,5,,Yes,5,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,6,,Yes,6,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,7,,Yes,7,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,8,,Yes,8,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,9,,Yes,9,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,10,,Yes,10,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,11,,Yes,11,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
YKVBHLLU,emalie,1,42,4,12,,Yes,12,,,0,1,,,,,,,,,,,Computer Mouse,Left,1970-01-01T00:00:00.629Z,2026-03-16T22:18:08.329Z,1773699487700
